epoch  train_CROSS_ENTROPY  test_CROSS_ENTROPY  train_r2  test_r2  train_acc  test_acc  train_auprc  test_auprc  train_auroc  test_auroc
63  0.64876  0.66136  0.35760  0.22667  0.77611  0.73200  0.81271  0.75592  0.84589  0.78936
64  0.62883  0.64791  0.49339  0.32878  0.81509  0.74800  0.90309  0.81023  0.90641  0.84072
65  0.63042  0.64609  0.43448  0.30202  0.79460  0.74600  0.88404  0.81400  0.88817  0.83109
66  0.63282  0.65196  0.50513  0.33885  0.83408  0.75800  0.90417  0.81231  0.90535  0.83792
67  0.63222  0.65140  0.49712  0.33132  0.82409  0.76800  0.90293  0.80304  0.90286  0.83490
68  0.62892  0.64746  0.47751  0.30870  0.81209  0.75600  0.89452  0.81322  0.89685  0.83097
69  0.62850  0.64438  0.51322  0.36329  0.83258  0.78000  0.90660  0.83166  0.91180  0.84694
70  0.67740  0.69497  0.26941  0.12976  0.72814  0.68400  0.86331  0.75271  0.86577  0.78733
71  0.68740  0.69030  0.20223  0.15307  0.69515  0.66000  0.77129  0.72892  0.75955  0.72542
72  0.63922  0.65666  0.45542  0.30294  0.80860  0.74600  0.89629  0.80608  0.89524  0.82549
73  0.63384  0.65401  0.44602  0.27182  0.80910  0.75400  0.87713  0.78795  0.88189  0.80842
74  0.66687  0.67804  0.23802  0.13792  0.70865  0.67200  0.79160  0.70590  0.78692  0.74590
75  0.63701  0.65636  0.48666  0.30387  0.82509  0.75400  0.89565  0.80193  0.90403  0.83093
76  0.65089  0.66699  0.32239  0.19319  0.75162  0.70800  0.83704  0.74283  0.84464  0.78211
77  0.64260  0.66196  0.45286  0.28056  0.80310  0.74800  0.89223  0.79159  0.90047  0.82885
78  0.67634  0.68573  0.16613  0.08918  0.69965  0.67600  0.71545  0.67582  0.76215  0.72670
79  0.64527  0.65735  0.39084  0.27641  0.78161  0.73600  0.86389  0.79955  0.87359  0.81768
80  0.62206  0.64443  0.50018  0.31813  0.82309  0.76800  0.90396  0.80488  0.90766  0.83500
81  0.66319  0.67441  0.30431  0.19604  0.75812  0.72200  0.78933  0.74294  0.82491  0.77688
82  0.63227  0.65213  0.46739  0.30440  0.81159  0.75800  0.89000  0.78603  0.89314  0.82225
83  0.65428  0.67276  0.37187  0.20943  0.76412  0.73200  0.85932  0.74490  0.87187  0.79488
84  0.62527  0.64559  0.42911  0.25834  0.80060  0.74200  0.89122  0.80938  0.88988  0.82130
85  0.67894  0.69340  0.21851  0.07919  0.71814  0.68400  0.83037  0.73957  0.84286  0.77444
86  0.64652  0.65573  0.37605  0.27557  0.76712  0.74200  0.85423  0.78587  0.86096  0.81729
87  0.64781  0.66375  0.43781  0.30358  0.79460  0.74800  0.89256  0.80494  0.89599  0.83350
88  0.63948  0.65910  0.37978  0.22327  0.78111  0.72800  0.85576  0.76524  0.85917  0.79607
89  0.64445  0.66141  0.38347  0.25073  0.77911  0.73400  0.84206  0.76360  0.85954  0.79723
90  0.63572  0.65568  0.47553  0.29480  0.80260  0.73800  0.89667  0.79818  0.89778  0.82138
