epoch  train_CROSS_ENTROPY  test_CROSS_ENTROPY  train_r2  test_r2  train_acc  test_acc  train_auprc  test_auprc  train_auroc  test_auroc
60  0.65105  0.65780  0.33090  0.20487  0.75912  0.70800  0.83521  0.79543  0.84086  0.78310
61  0.64741  0.64909  0.45836  0.36207  0.81909  0.77600  0.87831  0.84391  0.88902  0.84225
62  0.63878  0.64539  0.28803  0.16299  0.74363  0.69800  0.84025  0.80432  0.85492  0.79978
63  0.67535  0.67263  0.26770  0.21963  0.74463  0.71400  0.81355  0.80276  0.82938  0.79712
64  0.67257  0.67388  0.34694  0.25960  0.78861  0.74400  0.82320  0.76507  0.84657  0.79807
65  0.68219  0.67713  -0.04636  -0.08009  0.65967  0.63200  0.66990  0.66365  0.73041  0.70481
66  0.71659  0.70932  0.08219  0.06949  0.65267  0.64600  0.70053  0.67904  0.73694  0.70537
67  0.66726  0.66561  0.27158  0.22279  0.74013  0.71200  0.76369  0.75977  0.81271  0.78641
68  0.67040  0.67147  0.20266  0.11227  0.68216  0.64600  0.76345  0.72022  0.78150  0.74224
69  0.64698  0.65191  0.42096  0.31306  0.79360  0.74400  0.85673  0.81331  0.87231  0.82351
70  0.68781  0.68786  0.18916  0.12809  0.70915  0.68200  0.76394  0.73774  0.78795  0.74525
71  0.65987  0.66839  0.35787  0.23191  0.77061  0.70600  0.85238  0.80195  0.86232  0.80130
