epoch  train_CROSS_ENTROPY  test_CROSS_ENTROPY  train_r2  test_r2  train_acc  test_acc  train_auprc  test_auprc  train_auroc  test_auroc
51  0.72532  0.73020  0.01877  -0.04260  0.62619  0.60600  0.65186  0.58300  0.69308  0.65200
52  0.70291  0.71502  0.08640  -0.04386  0.66317  0.58800  0.69041  0.59124  0.67695  0.58950
53  0.68109  0.68844  0.28489  0.21027  0.72964  0.70000  0.84005  0.77757  0.84627  0.81373
54  0.66084  0.66929  0.39173  0.31377  0.78161  0.77400  0.85460  0.78525  0.86478  0.82334
55  0.68013  0.69088  0.22989  0.14486  0.71764  0.68000  0.77084  0.69468  0.78102  0.73956
56  0.66935  0.67453  0.32691  0.27963  0.75862  0.74000  0.82237  0.78495  0.84094  0.81561
57  0.64068  0.65094  0.39975  0.30883  0.78511  0.76000  0.85501  0.79183  0.86502  0.82385
58  0.67868  0.68362  0.29975  0.24861  0.74963  0.74200  0.81315  0.75088  0.81878  0.78822
59  0.67208  0.67919  0.22479  0.16074  0.67866  0.65400  0.77508  0.72468  0.78864  0.74618
60  0.70070  0.70696  0.09896  0.03532  0.69115  0.65800  0.73835  0.67054  0.77275  0.73555
61  0.65617  0.67002  0.39787  0.28096  0.78261  0.74200  0.85689  0.75393  0.86844  0.80837
62  0.65527  0.66395  0.33904  0.25555  0.77111  0.74600  0.84898  0.77767  0.84830  0.81064
63  0.70651  0.71308  0.10499  0.04282  0.69515  0.67600  0.63303  0.57188  0.71504  0.67820
64  0.65903  0.67515  0.31740  0.20878  0.75062  0.70800  0.79647  0.69692  0.82740  0.77128
65  0.64573  0.65585  0.40963  0.30253  0.77761  0.74800  0.86148  0.80211  0.86904  0.82367
66  0.64284  0.65632  0.37609  0.25774  0.77111  0.73600  0.84764  0.78444  0.85904  0.81408
67  0.63916  0.65238  0.40713  0.29419  0.78961  0.74600  0.86886  0.80140  0.88050  0.82104
68  0.66356  0.67537  0.34856  0.25517  0.76562  0.73200  0.83569  0.76631  0.84173  0.79197
69  0.66012  0.67136  0.38404  0.27995  0.78061  0.75000  0.84678  0.76249  0.86194  0.81197
70  0.67706  0.68950  0.25075  0.13711  0.71914  0.69600  0.81896  0.72633  0.83301  0.77843
71  0.67304  0.68631  0.35317  0.23903  0.77311  0.72400  0.84356  0.74842  0.85521  0.79020
72  0.68204  0.69202  0.16012  0.05999  0.68716  0.66800  0.75854  0.66712  0.73384  0.68069
73  0.68817  0.69283  0.23810  0.16377  0.69665  0.69000  0.81226  0.73776  0.80920  0.76278
74  0.68600  0.68278  0.14161  0.13394  0.68016  0.70000  0.75643  0.74116  0.76942  0.76230
75  0.66811  0.67711  0.22680  0.14904  0.72814  0.72200  0.79646  0.71016  0.81546  0.77200
76  0.67466  0.67916  0.23248  0.18927  0.71414  0.68400  0.78605  0.73924  0.79405  0.76793
77  0.65722  0.67453  0.42093  0.28040  0.80560  0.73600  0.87948  0.76821  0.88455  0.80943
78  0.65535  0.67014  0.40300  0.27951  0.78511  0.74200  0.86440  0.75536  0.87088  0.81033
