epoch  train_CROSS_ENTROPY  test_CROSS_ENTROPY  train_r2  test_r2  train_acc  test_acc  train_auprc  test_auprc  train_auroc  test_auroc
61  0.54162  0.58263  0.89341  0.60990  0.96352  0.87600  0.99455  0.94301  0.99425  0.93556
62  0.54353  0.58714  0.87977  0.60407  0.95852  0.86800  0.99359  0.94238  0.99327  0.93363
63  0.54096  0.58171  0.87927  0.57519  0.95902  0.87600  0.99346  0.93615  0.99324  0.92762
64  0.53985  0.57616  0.89173  0.63152  0.96252  0.88400  0.99528  0.94126  0.99531  0.93558
65  0.53483  0.57268  0.90370  0.63341  0.96952  0.88800  0.99619  0.94822  0.99618  0.94188
66  0.53419  0.57174  0.90637  0.63780  0.96902  0.89200  0.99651  0.94701  0.99654  0.93785
67  0.54605  0.58970  0.87183  0.59113  0.95452  0.87000  0.99506  0.94103  0.99489  0.93535
68  0.53718  0.58081  0.90052  0.59230  0.96502  0.87800  0.99582  0.93320  0.99591  0.92554
69  0.54084  0.58473  0.90343  0.62110  0.96602  0.87600  0.99709  0.94170  0.99707  0.93508
70  0.53315  0.57546  0.92212  0.62626  0.97351  0.89000  0.99693  0.94482  0.99683  0.93878
71  0.53478  0.57903  0.91571  0.61593  0.97151  0.89000  0.99674  0.93605  0.99671  0.92910
72  0.54255  0.58435  0.89377  0.62115  0.96302  0.89000  0.99584  0.93768  0.99582  0.93203
73  0.53361  0.57456  0.91381  0.62636  0.97151  0.88600  0.99647  0.94930  0.99649  0.94409
74  0.53474  0.57893  0.91872  0.63416  0.97151  0.88000  0.99682  0.93884  0.99679  0.93173
75  0.53312  0.57189  0.91317  0.63976  0.96802  0.89200  0.99699  0.94161  0.99699  0.93464
76  0.53163  0.57666  0.92234  0.61256  0.97601  0.88400  0.99767  0.94355  0.99768  0.93722
77  0.53224  0.57480  0.92373  0.62974  0.97301  0.89000  0.99729  0.94039  0.99726  0.93456
78  0.53148  0.57112  0.92018  0.63376  0.97301  0.89400  0.99715  0.93955  0.99711  0.93660
79  0.53581  0.58980  0.91905  0.55522  0.97351  0.86400  0.99732  0.93465  0.99721  0.93150
80  0.53990  0.58717  0.90023  0.57777  0.96452  0.87200  0.99721  0.93314  0.99720  0.93023
81  0.53220  0.57298  0.91975  0.62859  0.97351  0.89200  0.99656  0.94011  0.99639  0.93368
82  0.53196  0.57388  0.90951  0.60299  0.97051  0.87800  0.99654  0.94292  0.99654  0.93582
83  0.53039  0.56901  0.92691  0.64910  0.97351  0.89400  0.99758  0.94922  0.99761  0.94383
84  0.53018  0.57310  0.92150  0.61226  0.97551  0.87800  0.99727  0.94473  0.99711  0.93753
85  0.54768  0.59087  0.86120  0.58170  0.95152  0.87000  0.99515  0.93748  0.99506  0.93154
86  0.53318  0.57965  0.93159  0.61937  0.97701  0.88400  0.99792  0.94076  0.99786  0.93635
87  0.52964  0.56983  0.92574  0.62901  0.97701  0.89200  0.99762  0.94972  0.99768  0.94586
88  0.53032  0.57086  0.92965  0.63343  0.97651  0.89600  0.99781  0.94453  0.99781  0.93883
89  0.52736  0.56805  0.93071  0.62791  0.97951  0.90000  0.99790  0.94599  0.99783  0.93883
90  0.53108  0.57710  0.92957  0.60009  0.97851  0.87600  0.99773  0.94124  0.99774  0.93711
91  0.54477  0.58951  0.87613  0.57892  0.95602  0.86800  0.99722  0.94048  0.99719  0.93559
92  0.53103  0.57571  0.92468  0.60146  0.97601  0.88600  0.99737  0.94070  0.99740  0.93832
93  0.52820  0.57540  0.94520  0.61057  0.98101  0.88000  0.99841  0.93899  0.99836  0.93271
94  0.52940  0.57494  0.92934  0.58382  0.97701  0.88400  0.99806  0.93731  0.99802  0.93377
95  0.52749  0.57257  0.93598  0.61886  0.98001  0.89200  0.99836  0.94252  0.99840  0.93965
96  0.52723  0.57049  0.94372  0.63789  0.97851  0.89600  0.99853  0.94443  0.99861  0.94028
97  0.52705  0.57121  0.95031  0.63870  0.98501  0.89600  0.99875  0.94607  0.99877  0.94112
98  0.52666  0.56965  0.94284  0.63998  0.98201  0.89600  0.99824  0.94466  0.99825  0.94280
99  0.52550  0.57226  0.95642  0.63500  0.98551  0.89000  0.99909  0.94283  0.99914  0.94137
100  0.52575  0.56743  0.94224  0.65504  0.98001  0.90000  0.99847  0.94936  0.99848  0.94344
101  0.52684  0.56847  0.92499  0.60856  0.97451  0.89200  0.99800  0.94401  0.99795  0.93772
102  0.52699  0.57224  0.94522  0.62590  0.98151  0.89600  0.99869  0.94084  0.99870  0.93536
103  0.52721  0.57183  0.94003  0.62181  0.98151  0.89200  0.99802  0.94451  0.99803  0.94379
104  0.52715  0.57045  0.92603  0.60888  0.97501  0.88400  0.99794  0.94404  0.99794  0.94049
105  0.53528  0.58350  0.92221  0.59713  0.97451  0.88600  0.99841  0.93251  0.99839  0.93298
106  0.52411  0.56865  0.95542  0.63586  0.98651  0.89800  0.99898  0.94178  0.99900  0.93790
107  0.52493  0.57299  0.94854  0.60397  0.98301  0.88000  0.99892  0.93990  0.99900  0.93735
108  0.52593  0.56867  0.94023  0.63530  0.98001  0.88800  0.99824  0.94747  0.99827  0.94239
109  0.52387  0.57360  0.95836  0.61895  0.98451  0.89000  0.99909  0.93711  0.99910  0.93706
110  0.52374  0.57010  0.95427  0.61783  0.98551  0.89200  0.99902  0.94544  0.99905  0.94425
111  0.52516  0.56842  0.94414  0.63261  0.98051  0.89400  0.99841  0.94727  0.99841  0.94148
112  0.52873  0.57495  0.94468  0.63003  0.97901  0.89400  0.99890  0.93899  0.99894  0.93614
113  0.52202  0.56793  0.96521  0.63884  0.98701  0.89800  0.99942  0.94226  0.99945  0.93994
114  0.52746  0.58236  0.94704  0.55346  0.98001  0.86800  0.99902  0.93321  0.99905  0.93003
115  0.52897  0.57326  0.92622  0.59853  0.97451  0.88800  0.99753  0.94010  0.99752  0.93360
116  0.52371  0.57230  0.96009  0.60473  0.98601  0.88800  0.99926  0.93244  0.99930  0.93561
117  0.52468  0.57964  0.95779  0.57733  0.98601  0.87400  0.99917  0.93342  0.99921  0.93419
118  0.52645  0.57198  0.92102  0.56525  0.97451  0.87600  0.99873  0.93814  0.99875  0.93564
119  0.52554  0.57207  0.94429  0.59924  0.98201  0.88600  0.99872  0.93949  0.99879  0.93448
120  0.52477  0.57913  0.96198  0.55886  0.98851  0.87400  0.99931  0.92970  0.99934  0.93020
121  0.53367  0.57801  0.91943  0.60994  0.97351  0.88400  0.99801  0.93510  0.99809  0.93605
