epoch  train_CROSS_ENTROPY  test_CROSS_ENTROPY  train_r2  test_r2  train_acc  test_acc  train_auprc  test_auprc  train_auroc  test_auroc
19  0.59227  0.61712  0.68164  0.48463  0.89055  0.82800  0.95963  0.91247  0.95762  0.90647
20  0.59142  0.61436  0.67760  0.50119  0.89255  0.83600  0.95673  0.90836  0.95673  0.90193
21  0.59563  0.61108  0.68695  0.55944  0.89505  0.85800  0.96193  0.92187  0.96045  0.92270
22  0.58571  0.60548  0.67830  0.51472  0.89505  0.83800  0.95802  0.91307  0.95657  0.90995
23  0.57712  0.59825  0.68726  0.51719  0.89205  0.83800  0.96241  0.92095  0.96128  0.91569
24  0.58180  0.60916  0.68332  0.46218  0.89355  0.82400  0.96060  0.90913  0.95885  0.90588
25  0.57875  0.60094  0.70931  0.53898  0.90705  0.84800  0.96718  0.91598  0.96559  0.91626
26  0.58856  0.60410  0.59889  0.45873  0.86607  0.82400  0.94915  0.90935  0.94444  0.89778
27  0.58069  0.60780  0.72403  0.50251  0.90705  0.83000  0.97055  0.91603  0.96887  0.91281
28  0.57170  0.59740  0.74869  0.54672  0.91904  0.84400  0.97306  0.92506  0.97145  0.92325
29  0.57102  0.59563  0.73198  0.53521  0.90955  0.84800  0.97173  0.92057  0.97167  0.91696
30  0.58121  0.60552  0.74361  0.55193  0.91604  0.85200  0.97390  0.92554  0.97259  0.92283
31  0.56636  0.59352  0.77424  0.56404  0.92704  0.85800  0.97830  0.93248  0.97720  0.93037
32  0.56982  0.60096  0.77867  0.54017  0.92904  0.84200  0.97785  0.92881  0.97786  0.92501
33  0.56979  0.59810  0.77784  0.55575  0.92454  0.84600  0.98037  0.93323  0.97909  0.92772
34  0.57432  0.59530  0.76067  0.59676  0.91954  0.87600  0.97756  0.93335  0.97617  0.93091
35  0.55616  0.58692  0.80301  0.56935  0.93603  0.86000  0.98289  0.93580  0.98214  0.93054
36  0.55477  0.58594  0.79411  0.54681  0.92954  0.85400  0.98390  0.93266  0.98332  0.92841
37  0.55454  0.58291  0.80971  0.58216  0.93803  0.86200  0.98428  0.93837  0.98316  0.93606
38  0.55682  0.58282  0.82736  0.62773  0.94703  0.87000  0.98651  0.94633  0.98524  0.94225
39  0.55603  0.58040  0.81766  0.62035  0.94303  0.87600  0.98525  0.94257  0.98414  0.94236
40  0.56716  0.59169  0.80430  0.60457  0.93953  0.86600  0.98105  0.94069  0.98201  0.93936
41  0.55324  0.58248  0.82147  0.59427  0.94353  0.87600  0.98702  0.93983  0.98637  0.93580
42  0.55458  0.58354  0.81564  0.58257  0.94103  0.87200  0.98621  0.93751  0.98499  0.93364
43  0.55936  0.58538  0.83672  0.63031  0.94403  0.87400  0.98911  0.94677  0.98869  0.94345
44  0.55999  0.59042  0.81760  0.58376  0.93753  0.85400  0.98636  0.94243  0.98581  0.93960
45  0.55391  0.58440  0.84551  0.62090  0.94403  0.87600  0.98945  0.94339  0.98885  0.94076
46  0.54775  0.57806  0.84491  0.60852  0.94653  0.87000  0.99169  0.94323  0.99163  0.93962
47  0.54555  0.57173  0.84737  0.64335  0.95052  0.87800  0.99024  0.94883  0.98988  0.94711
48  0.55242  0.58208  0.83795  0.60826  0.94503  0.87200  0.98842  0.94720  0.98857  0.94339
49  0.55781  0.58561  0.81444  0.60345  0.94053  0.86800  0.98459  0.94298  0.98435  0.93978
50  0.55928  0.59033  0.83259  0.58784  0.94303  0.86200  0.98847  0.93597  0.98844  0.93163
51  0.55473  0.58545  0.84469  0.61975  0.95002  0.86200  0.98945  0.94749  0.98896  0.94240
52  0.55357  0.58478  0.86909  0.62791  0.96052  0.86800  0.99304  0.94616  0.99294  0.94169
53  0.54627  0.57652  0.87550  0.64471  0.95952  0.88000  0.99263  0.94953  0.99232  0.94632
54  0.54661  0.58199  0.87866  0.60915  0.95902  0.86400  0.99353  0.94553  0.99359  0.94134
55  0.54651  0.57653  0.87626  0.65032  0.95952  0.88400  0.99297  0.95306  0.99265  0.94857
56  0.54898  0.57769  0.87398  0.65186  0.95802  0.88000  0.99356  0.94711  0.99383  0.94565
57  0.54666  0.58126  0.86909  0.61266  0.95702  0.87400  0.99226  0.94659  0.99234  0.94697
58  0.55668  0.58731  0.83468  0.59369  0.94603  0.86400  0.98919  0.94205  0.98910  0.93900
59  0.54128  0.57198  0.89725  0.65557  0.96452  0.89000  0.99534  0.95132  0.99545  0.95117
60  0.54462  0.57584  0.88878  0.63828  0.96552  0.87400  0.99436  0.94391  0.99441  0.94182
61  0.53970  0.57492  0.89531  0.63645  0.96452  0.88200  0.99484  0.94935  0.99488  0.94499
62  0.53915  0.57126  0.86769  0.60565  0.96002  0.88000  0.99204  0.94493  0.99181  0.93972
63  0.54293  0.57581  0.89515  0.65106  0.96352  0.88600  0.99481  0.95187  0.99476  0.94732
64  0.53704  0.57148  0.89527  0.62805  0.96502  0.88400  0.99503  0.94935  0.99497  0.94748
65  0.54006  0.57019  0.86541  0.61658  0.95552  0.88000  0.99272  0.95057  0.99314  0.94770
66  0.53618  0.57148  0.90199  0.61517  0.96802  0.87800  0.99591  0.94592  0.99599  0.94211
67  0.53878  0.57325  0.90919  0.64824  0.97001  0.88400  0.99588  0.95107  0.99607  0.95085
68  0.53622  0.57206  0.91394  0.62939  0.97101  0.87800  0.99672  0.94955  0.99672  0.94424
69  0.53562  0.57203  0.91662  0.61791  0.97151  0.86600  0.99686  0.95434  0.99702  0.94834
70  0.54167  0.57663  0.91614  0.64346  0.97351  0.87400  0.99733  0.95146  0.99740  0.94685
71  0.53168  0.56863  0.91790  0.62545  0.97151  0.88400  0.99730  0.95278  0.99738  0.95150
72  0.53404  0.56910  0.90133  0.61311  0.96402  0.88200  0.99644  0.95091  0.99646  0.94706
73  0.53910  0.57592  0.92036  0.64440  0.97551  0.88600  0.99758  0.94938  0.99759  0.94674
74  0.54476  0.58051  0.89763  0.62620  0.96802  0.88000  0.99679  0.95105  0.99691  0.94833
75  0.54085  0.58345  0.90051  0.58468  0.96702  0.87000  0.99574  0.94491  0.99598  0.93957
76  0.53716  0.56777  0.86748  0.60175  0.95002  0.88000  0.99505  0.94954  0.99508  0.94714
77  0.53393  0.57175  0.91223  0.62078  0.97051  0.88400  0.99711  0.95079  0.99715  0.94636
78  0.53644  0.57689  0.92359  0.61901  0.97601  0.86800  0.99760  0.95150  0.99768  0.94559
79  0.53184  0.57182  0.93607  0.62261  0.97751  0.87800  0.99809  0.95056  0.99820  0.94725
80  0.53993  0.57488  0.91124  0.63275  0.96952  0.89000  0.99723  0.95364  0.99728  0.94754
81  0.53597  0.57811  0.92201  0.59906  0.97501  0.86400  0.99700  0.94770  0.99691  0.94110
82  0.53485  0.57778  0.92876  0.60451  0.97751  0.87800  0.99769  0.95178  0.99778  0.94727
83  0.53471  0.57405  0.93570  0.62516  0.97951  0.87600  0.99826  0.94928  0.99833  0.94562
84  0.53479  0.57214  0.91952  0.63251  0.97251  0.89000  0.99679  0.95268  0.99680  0.94573
85  0.53533  0.57744  0.92564  0.60543  0.97451  0.88200  0.99720  0.94916  0.99716  0.94772
86  0.53226  0.57236  0.91068  0.57952  0.96752  0.88000  0.99708  0.94667  0.99718  0.93717
87  0.53511  0.57404  0.91820  0.61020  0.97051  0.88200  0.99669  0.94812  0.99672  0.94308
88  0.53332  0.57238  0.93562  0.61875  0.97951  0.88600  0.99822  0.94809  0.99833  0.94325
89  0.53128  0.56986  0.91177  0.57998  0.97051  0.86800  0.99725  0.94604  0.99734  0.93991
90  0.53224  0.57177  0.93196  0.61737  0.97851  0.88400  0.99775  0.94800  0.99789  0.94762
91  0.52761  0.57288  0.94724  0.57594  0.98051  0.87200  0.99899  0.94463  0.99907  0.93689
92  0.53236  0.57767  0.93568  0.59616  0.97851  0.86800  0.99813  0.95065  0.99819  0.94690
93  0.52886  0.57005  0.94228  0.61864  0.98151  0.88400  0.99834  0.94761  0.99841  0.94169
94  0.52812  0.56776  0.93886  0.61661  0.98001  0.88600  0.99793  0.95399  0.99796  0.95083
95  0.53212  0.57508  0.93977  0.60960  0.98001  0.88000  0.99858  0.95154  0.99866  0.94631
96  0.53155  0.56583  0.89799  0.57904  0.96702  0.87600  0.99727  0.95041  0.99732  0.94616
97  0.52695  0.56674  0.94927  0.62826  0.98251  0.88800  0.99865  0.95245  0.99871  0.95022
98  0.52842  0.56616  0.92985  0.62695  0.97801  0.88800  0.99812  0.95267  0.99824  0.94666
99  0.52674  0.56626  0.94969  0.62675  0.98451  0.89200  0.99877  0.95263  0.99888  0.95049
100  0.53485  0.57964  0.93171  0.61331  0.97701  0.87400  0.99861  0.95164  0.99867  0.94772
101  0.52922  0.57138  0.94418  0.61311  0.98101  0.87400  0.99847  0.95330  0.99854  0.94839
102  0.52502  0.56318  0.95402  0.64123  0.98401  0.88800  0.99916  0.95404  0.99923  0.94998
103  0.52717  0.56952  0.94071  0.59464  0.97951  0.87800  0.99834  0.94825  0.99852  0.94422
104  0.53410  0.57251  0.92745  0.62437  0.97551  0.88200  0.99745  0.95283  0.99729  0.94653
105  0.52717  0.57241  0.94060  0.58037  0.97901  0.86800  0.99859  0.94613  0.99865  0.94328
106  0.52981  0.57553  0.94185  0.58080  0.97951  0.87800  0.99848  0.94552  0.99858  0.94252
107  0.52755  0.56852  0.95097  0.63073  0.98101  0.88600  0.99885  0.94837  0.99892  0.94507
108  0.52902  0.56964  0.92162  0.57005  0.97151  0.87600  0.99750  0.94207  0.99754  0.93160
109  0.52775  0.56688  0.93294  0.59104  0.97851  0.88200  0.99805  0.94724  0.99817  0.94515
110  0.52628  0.56866  0.95354  0.60838  0.98501  0.88200  0.99885  0.95146  0.99890  0.94847
111  0.53691  0.58767  0.92555  0.53528  0.97601  0.84800  0.99810  0.93829  0.99815  0.93229
112  0.53984  0.58588  0.91670  0.56863  0.97101  0.85800  0.99860  0.94394  0.99863  0.93973
113  0.52574  0.56986  0.94287  0.57239  0.97951  0.87200  0.99894  0.94311  0.99900  0.93807
114  0.52537  0.57180  0.95556  0.57549  0.98401  0.87200  0.99909  0.94878  0.99917  0.94437
115  0.52683  0.57697  0.96089  0.57620  0.98551  0.86000  0.99932  0.94471  0.99936  0.94009
116  0.52720  0.57045  0.93417  0.56214  0.97601  0.87000  0.99801  0.94293  0.99797  0.93762
117  0.52580  0.56727  0.95119  0.60814  0.98251  0.88600  0.99901  0.94669  0.99903  0.94081
118  0.52576  0.56727  0.94801  0.61768  0.98051  0.88200  0.99902  0.94983  0.99911  0.94458
119  0.53101  0.57607  0.94567  0.58652  0.98451  0.86800  0.99864  0.94491  0.99870  0.94034
120  0.52438  0.56329  0.95324  0.64442  0.98551  0.89400  0.99922  0.95459  0.99928  0.95174
121  0.52753  0.56625  0.92335  0.57950  0.97401  0.87400  0.99859  0.94603  0.99869  0.94007
122  0.53306  0.57773  0.93294  0.59836  0.97901  0.87400  0.99859  0.94663  0.99870  0.94293
123  0.53221  0.57595  0.89703  0.50531  0.96752  0.85200  0.99652  0.93833  0.99660  0.93441
124  0.52698  0.56956  0.92466  0.54352  0.97351  0.87000  0.99896  0.94759  0.99903  0.94368
