epoch  train_CROSS_ENTROPY  test_CROSS_ENTROPY  train_r2  test_r2  train_acc  test_acc  train_auprc  test_auprc  train_auroc  test_auroc

0  0.72713  0.74678  -0.00789  -0.01319  0.51724  0.56400  0.46788  0.42507  0.47812  0.46478
1  0.72301  0.74287  0.06166  0.05220  0.64518  0.66400  0.69788  0.65747  0.74352  0.73999
2  0.70276  0.72937  0.20473  0.14164  0.69565  0.65000  0.78049  0.74281  0.78937  0.75529
3  0.66615  0.68618  0.27636  0.26067  0.71164  0.72400  0.81886  0.77394  0.83239  0.80001
4  0.63709  0.65443  0.17620  0.18417  0.70915  0.70800  0.83106  0.78301  0.83641  0.79813
5  0.65025  0.68374  0.37919  0.26637  0.77061  0.72800  0.86564  0.81955  0.86578  0.83170
6  0.64329  0.66796  0.43153  0.36953  0.79210  0.77200  0.87781  0.83844  0.88193  0.84602
7  0.63471  0.66966  0.46712  0.33747  0.81709  0.77200  0.89058  0.83610  0.89012  0.83677
8  0.61758  0.64008  0.38010  0.32845  0.77361  0.76000  0.89240  0.84585  0.89713  0.85458
9  0.62280  0.65380  0.53503  0.43938  0.83008  0.81200  0.91931  0.88156  0.91829  0.88316
10  0.62411  0.65193  0.48220  0.38508  0.81259  0.79000  0.90023  0.84355  0.90576  0.85500
11  0.60213  0.63666  0.58739  0.44078  0.86107  0.82000  0.93281  0.86932  0.93412  0.86878
12  0.60075  0.63242  0.58955  0.46341  0.85807  0.83800  0.93389  0.87617  0.93507  0.88022
13  0.61356  0.64800  0.58837  0.43978  0.85557  0.81200  0.93596  0.86539  0.93712  0.87202
14  0.58995  0.62782  0.64622  0.45771  0.87456  0.82800  0.95221  0.87710  0.95144  0.87995
15  0.59870  0.63181  0.56614  0.40999  0.83208  0.80000  0.94193  0.86179  0.94353  0.87000
16  0.59280  0.62718  0.62307  0.45380  0.86707  0.82400  0.94984  0.87763  0.94980  0.87819
17  0.58640  0.62182  0.64214  0.46986  0.87606  0.81800  0.95718  0.88664  0.95671  0.88957
18  0.58477  0.61684  0.66916  0.54062  0.88606  0.85600  0.95572  0.90146  0.95542  0.90647
19  0.60253  0.63704  0.58326  0.44034  0.84608  0.80400  0.94370  0.88479  0.94272  0.89256
20  0.58296  0.62381  0.67097  0.45836  0.88506  0.82200  0.95838  0.88333  0.95685  0.88599
21  0.59069  0.63022  0.67713  0.50773  0.89105  0.84000  0.95933  0.90512  0.95955  0.90266
22  0.57271  0.61081  0.72705  0.53239  0.90555  0.84200  0.97061  0.90926  0.97015  0.90890
23  0.57304  0.61520  0.73230  0.52911  0.91304  0.85200  0.97212  0.90191  0.97182  0.90123
24  0.57917  0.61997  0.72449  0.52094  0.90255  0.85400  0.97060  0.89512  0.97015  0.89945
25  0.56573  0.60843  0.72854  0.49197  0.90605  0.83600  0.97335  0.90137  0.97338  0.89984
26  0.56257  0.60797  0.74970  0.50319  0.91354  0.84200  0.97665  0.90185  0.97612  0.90024
27  0.56267  0.60738  0.76877  0.52199  0.92004  0.84800  0.97845  0.89930  0.97819  0.90135
28  0.56514  0.60737  0.75440  0.53140  0.91804  0.85600  0.97544  0.90454  0.97643  0.90391
29  0.56602  0.61281  0.78383  0.53613  0.92704  0.85200  0.98145  0.90687  0.98117  0.90572
30  0.55456  0.60431  0.79554  0.51997  0.93053  0.85000  0.98419  0.90465  0.98387  0.90161
31  0.56174  0.60335  0.70879  0.44630  0.90055  0.83800  0.97404  0.89659  0.97394  0.88984
32  0.56331  0.60882  0.77614  0.52620  0.92804  0.85200  0.97783  0.91069  0.97792  0.90546
33  0.56349  0.61321  0.79280  0.50823  0.92904  0.85000  0.98203  0.89273  0.98220  0.89516
34  0.56336  0.61451  0.80467  0.53288  0.93503  0.85600  0.98505  0.90230  0.98451  0.90396
35  0.56117  0.60812  0.77920  0.51719  0.92654  0.84000  0.98111  0.90218  0.98065  0.89893
36  0.55371  0.60811  0.82796  0.51116  0.94103  0.85200  0.98806  0.91060  0.98758  0.90326
37  0.55375  0.60165  0.81578  0.53524  0.94053  0.85000  0.98529  0.90767  0.98544  0.90890
38  0.55186  0.60416  0.84227  0.52967  0.94903  0.85600  0.98987  0.90955  0.98984  0.90741
39  0.55260  0.60677  0.84546  0.52583  0.95202  0.85200  0.99053  0.90384  0.98986  0.90351
40  0.54577  0.59522  0.82473  0.52694  0.94253  0.85400  0.98750  0.90649  0.98752  0.90341
41  0.54528  0.59861  0.85363  0.52052  0.95002  0.84800  0.99301  0.90596  0.99293  0.90356
42  0.54327  0.59745  0.86192  0.54054  0.95352  0.86600  0.99116  0.91539  0.99129  0.90980
43  0.54249  0.59819  0.86992  0.53562  0.95702  0.85400  0.99218  0.91728  0.99198  0.91214
44  0.54186  0.59746  0.86120  0.52455  0.95202  0.85600  0.99190  0.91649  0.99200  0.90322
45  0.54060  0.59777  0.88780  0.54611  0.96502  0.86000  0.99426  0.90573  0.99424  0.90591
46  0.54554  0.61071  0.86785  0.47039  0.95852  0.83600  0.99163  0.90560  0.99168  0.89457
47  0.53622  0.59358  0.89263  0.53647  0.96452  0.86600  0.99524  0.91157  0.99513  0.90273
48  0.54786  0.61554  0.84608  0.44356  0.94603  0.83000  0.98993  0.89363  0.99008  0.88149
49  0.53799  0.59899  0.88952  0.52864  0.96102  0.86000  0.99439  0.91528  0.99422  0.90723
50  0.53820  0.59719  0.90867  0.54998  0.97151  0.87400  0.99641  0.92015  0.99620  0.90330
51  0.54447  0.60988  0.87579  0.49785  0.95352  0.84800  0.99394  0.91064  0.99422  0.90377
52  0.53819  0.59479  0.87470  0.52096  0.96052  0.86400  0.99470  0.91285  0.99481  0.89777
53  0.53424  0.59368  0.90170  0.54529  0.97101  0.87400  0.99594  0.91574  0.99587  0.90788
54  0.53571  0.59370  0.90165  0.56043  0.96452  0.88200  0.99552  0.90638  0.99534  0.89998
55  0.53322  0.58812  0.89829  0.55697  0.96802  0.87600  0.99604  0.91655  0.99614  0.90661
56  0.54335  0.61071  0.88078  0.47248  0.95652  0.84000  0.99547  0.90846  0.99537  0.89831
57  0.54493  0.61024  0.88820  0.49838  0.96202  0.84800  0.99555  0.90324  0.99543  0.89477
58  0.52977  0.59440  0.92659  0.52676  0.97851  0.86200  0.99734  0.91067  0.99734  0.90612
59  0.53418  0.59751  0.89179  0.49936  0.96302  0.85800  0.99601  0.90399  0.99610  0.90078
60  0.52886  0.58983  0.92285  0.54859  0.97201  0.87400  0.99679  0.91753  0.99666  0.91329
61  0.52602  0.59129  0.94236  0.54633  0.98401  0.87000  0.99855  0.91848  0.99855  0.90671
62  0.52684  0.59376  0.94318  0.53207  0.98401  0.87000  0.99871  0.91641  0.99871  0.90723
63  0.52713  0.59299  0.94037  0.54710  0.98101  0.87400  0.99831  0.91632  0.99832  0.90819
64  0.53050  0.59741  0.90703  0.49886  0.96952  0.85600  0.99657  0.91364  0.99662  0.90660
65  0.52936  0.59663  0.93387  0.52541  0.98051  0.86200  0.99800  0.90561  0.99806  0.90284
66  0.52644  0.59514  0.94332  0.52355  0.98301  0.86200  0.99862  0.90401  0.99865  0.89956
67  0.52803  0.59444  0.92376  0.50630  0.97501  0.85000  0.99675  0.89840  0.99659  0.90198
68  0.52920  0.59815  0.93265  0.51870  0.97601  0.86000  0.99810  0.91194  0.99808  0.90843
