epoch  train_CROSS_ENTROPY  test_CROSS_ENTROPY  train_r2  test_r2  train_acc  test_acc  train_auprc  test_auprc  train_auroc  test_auroc
47  0.54909  0.58071  0.85047  0.61811  0.95002  0.87800  0.99057  0.93965  0.99072  0.93509
48  0.54601  0.58046  0.86331  0.62107  0.95252  0.88400  0.99206  0.94599  0.99210  0.93659
49  0.54600  0.57427  0.86903  0.67767  0.95602  0.89800  0.99274  0.94995  0.99264  0.94707
50  0.54446  0.57590  0.86645  0.62469  0.95552  0.88800  0.99260  0.94464  0.99247  0.93671
51  0.54470  0.58458  0.87792  0.60401  0.96052  0.87800  0.99365  0.93426  0.99352  0.92749
52  0.53967  0.57481  0.88430  0.63005  0.95902  0.88600  0.99478  0.94524  0.99478  0.94247
53  0.54204  0.57417  0.88254  0.63736  0.96002  0.89600  0.99428  0.94788  0.99438  0.94365
54  0.54444  0.57704  0.88831  0.66007  0.96002  0.89400  0.99504  0.95341  0.99478  0.94628
55  0.53835  0.58097  0.88740  0.58229  0.95902  0.87200  0.99472  0.93833  0.99458  0.93472
56  0.53676  0.56953  0.89169  0.64298  0.96702  0.89800  0.99496  0.94961  0.99484  0.94368
57  0.54023  0.57613  0.87077  0.60668  0.95402  0.87400  0.99437  0.93991  0.99459  0.93598
58  0.53792  0.57528  0.89291  0.62510  0.96352  0.87800  0.99504  0.94942  0.99520  0.94202
59  0.53914  0.58212  0.88642  0.59474  0.95952  0.87400  0.99334  0.93958  0.99343  0.93569
60  0.53541  0.57857  0.90975  0.60864  0.97001  0.88000  0.99655  0.94017  0.99654  0.93735
61  0.53420  0.56739  0.89838  0.64425  0.96652  0.89400  0.99558  0.95201  0.99545  0.94351
62  0.53738  0.58289  0.90905  0.59950  0.96802  0.87000  0.99625  0.94121  0.99617  0.93487
63  0.53405  0.57414  0.92019  0.62331  0.97301  0.88400  0.99709  0.94422  0.99708  0.93962
64  0.53551  0.57542  0.91860  0.62866  0.97351  0.88600  0.99741  0.94184  0.99745  0.93403
65  0.53212  0.57341  0.92332  0.62361  0.97351  0.89200  0.99705  0.94191  0.99709  0.93972
66  0.53433  0.57093  0.91957  0.65156  0.97301  0.89400  0.99727  0.94827  0.99733  0.94470
67  0.53228  0.57779  0.92878  0.61269  0.97401  0.88200  0.99768  0.93936  0.99771  0.93764
68  0.53126  0.56599  0.90799  0.64594  0.96952  0.90000  0.99698  0.94558  0.99700  0.94040
69  0.53168  0.57026  0.93389  0.65348  0.97701  0.90000  0.99821  0.94953  0.99823  0.94098
70  0.53301  0.57467  0.92778  0.63569  0.97451  0.89000  0.99756  0.94126  0.99752  0.93753
71  0.53095  0.57290  0.92096  0.61167  0.97251  0.88800  0.99726  0.94164  0.99720  0.93953
72  0.53226  0.57501  0.93397  0.63223  0.97851  0.89000  0.99805  0.93752  0.99812  0.93624
73  0.52782  0.57314  0.93859  0.60538  0.97951  0.88200  0.99814  0.94333  0.99818  0.93720
74  0.53148  0.56709  0.93323  0.66381  0.97801  0.90800  0.99761  0.94837  0.99749  0.94525
75  0.52686  0.57137  0.94692  0.61964  0.98101  0.89600  0.99864  0.94216  0.99865  0.94017
76  0.52983  0.57464  0.94624  0.63748  0.98501  0.89600  0.99845  0.93751  0.99831  0.93451
77  0.52832  0.57154  0.93905  0.62193  0.97951  0.89400  0.99843  0.93996  0.99849  0.93956
78  0.52815  0.57118  0.93303  0.62613  0.97801  0.89400  0.99826  0.94470  0.99832  0.93754
79  0.52996  0.57525  0.93248  0.61951  0.97751  0.88000  0.99804  0.94018  0.99814  0.93856
80  0.52883  0.57056  0.94008  0.65645  0.97901  0.89600  0.99821  0.94728  0.99823  0.94666
81  0.53030  0.57673  0.93686  0.62011  0.97801  0.89000  0.99825  0.93778  0.99829  0.93860
82  0.53182  0.57939  0.93446  0.59803  0.97951  0.88000  0.99807  0.93998  0.99809  0.93405
83  0.52547  0.56887  0.95187  0.64232  0.98401  0.89800  0.99913  0.94638  0.99917  0.93991
84  0.52919  0.57171  0.93984  0.64123  0.97851  0.89400  0.99841  0.95073  0.99847  0.94447
85  0.53208  0.58095  0.93334  0.58227  0.97901  0.87800  0.99839  0.94169  0.99841  0.93962
86  0.52709  0.57081  0.94715  0.61970  0.98351  0.88200  0.99861  0.94920  0.99865  0.94423
87  0.52436  0.56977  0.95712  0.63282  0.98551  0.89000  0.99918  0.95240  0.99922  0.94769
88  0.52634  0.56679  0.94105  0.64020  0.98151  0.89400  0.99839  0.95193  0.99850  0.94713
89  0.52441  0.57285  0.95307  0.59611  0.98401  0.88400  0.99895  0.94134  0.99895  0.93890
90  0.52525  0.57626  0.95769  0.58338  0.98701  0.88400  0.99913  0.94278  0.99918  0.93912
91  0.52378  0.57082  0.95386  0.60916  0.98401  0.89200  0.99890  0.94735  0.99891  0.94544
92  0.52627  0.57134  0.94930  0.62052  0.98151  0.88800  0.99886  0.95051  0.99892  0.94539
93  0.52339  0.57006  0.95970  0.62464  0.98701  0.89200  0.99913  0.94874  0.99916  0.94394
94  0.52460  0.56964  0.95474  0.63395  0.98351  0.89200  0.99883  0.94883  0.99889  0.94426
95  0.52291  0.56791  0.95323  0.61377  0.98451  0.88800  0.99929  0.94958  0.99933  0.94462
96  0.52506  0.57042  0.95079  0.62159  0.98351  0.89400  0.99887  0.94916  0.99893  0.94589
97  0.52877  0.57537  0.94794  0.62213  0.98251  0.88800  0.99867  0.94832  0.99869  0.94470
98  0.52814  0.57094  0.93195  0.61651  0.97801  0.89200  0.99744  0.94569  0.99744  0.93582
99  0.52820  0.57212  0.94452  0.63693  0.98251  0.89400  0.99845  0.94528  0.99847  0.94102
