epoch  train_CROSS_ENTROPY  test_CROSS_ENTROPY  train_r2  test_r2  train_acc  test_acc  train_auprc  test_auprc  train_auroc  test_auroc

0  0.72745  0.74714  0.00449  -0.00164  0.52074  0.56200  0.53716  0.48123  0.52267  0.50964
1  0.71994  0.73801  0.01821  0.02432  0.52074  0.56200  0.74605  0.70881  0.75280  0.72911
2  0.68717  0.70546  0.16539  0.16757  0.67166  0.69800  0.78710  0.75195  0.79227  0.76631
3  0.68401  0.71753  0.28133  0.15938  0.73613  0.68200  0.83678  0.77832  0.83059  0.77749
4  0.64719  0.66579  0.33485  0.33635  0.75462  0.76400  0.85110  0.83066  0.85027  0.84252
5  0.72786  0.76511  -0.10157  -0.25615  0.58871  0.54600  0.83465  0.78797  0.79972  0.76404
6  0.65589  0.67919  0.38878  0.35470  0.77011  0.75600  0.86296  0.83604  0.86244  0.85133
7  0.61480  0.64008  0.47989  0.42208  0.81409  0.80800  0.90624  0.86386  0.90375  0.86582
8  0.62955  0.66584  0.49899  0.37291  0.82509  0.77600  0.91249  0.85052  0.91159  0.87039
9  0.61461  0.64417  0.52704  0.42932  0.83608  0.81400  0.92407  0.86586  0.92171  0.86781
10  0.60854  0.64194  0.54986  0.42850  0.84108  0.80600  0.92021  0.86482  0.92261  0.87296
11  0.61010  0.64357  0.57698  0.44851  0.84508  0.81200  0.93089  0.87045  0.93078  0.88155
12  0.59949  0.64073  0.59968  0.41251  0.85857  0.81200  0.93826  0.86158  0.93673  0.86017
13  0.60633  0.64827  0.61907  0.43783  0.86257  0.81800  0.94880  0.88009  0.94734  0.88755
14  0.59518  0.62958  0.55851  0.40548  0.83458  0.78600  0.93638  0.86611  0.93487  0.87476
15  0.59738  0.63388  0.63657  0.47058  0.88206  0.82800  0.94874  0.87663  0.94808  0.88099
16  0.59765  0.64272  0.64634  0.43232  0.87206  0.81600  0.95769  0.88112  0.95608  0.88363
17  0.59979  0.63142  0.55454  0.42292  0.84208  0.80600  0.92997  0.86789  0.92966  0.86490
18  0.58213  0.62368  0.68927  0.49117  0.89555  0.83600  0.96033  0.89395  0.95894  0.89743
19  0.58410  0.62657  0.69712  0.48812  0.89055  0.83200  0.96431  0.89695  0.96445  0.90049
20  0.57567  0.62057  0.72158  0.49020  0.90805  0.83600  0.96908  0.88529  0.96852  0.89455
21  0.58257  0.62409  0.68784  0.47074  0.89705  0.81600  0.96040  0.88215  0.96137  0.89044
22  0.58830  0.63425  0.70346  0.46925  0.89805  0.81400  0.96888  0.90383  0.96916  0.90245
23  0.58378  0.62856  0.72407  0.49964  0.90905  0.83000  0.97045  0.89160  0.97082  0.89225
24  0.57867  0.62094  0.71187  0.50502  0.90555  0.84800  0.96441  0.89653  0.96470  0.90552
25  0.57314  0.61968  0.70467  0.45031  0.89255  0.82400  0.96910  0.88072  0.96872  0.88724
26  0.56914  0.61914  0.75067  0.48306  0.91054  0.83400  0.97414  0.89313  0.97339  0.89767
27  0.56301  0.61016  0.77161  0.52706  0.92554  0.84400  0.97919  0.90890  0.97838  0.91210
28  0.56705  0.61599  0.76717  0.48650  0.92054  0.83600  0.97852  0.90124  0.97812  0.89371
29  0.57773  0.63375  0.74680  0.44174  0.90955  0.82200  0.97933  0.89742  0.97871  0.89416
