epoch  train_CROSS_ENTROPY  test_CROSS_ENTROPY  train_r2  test_r2  train_acc  test_acc  train_auprc  test_auprc  train_auroc  test_auroc
132  0.52416  0.57520  0.96896  0.58376  0.99100  0.87000  0.99949  0.94482  0.99952  0.94174
133  0.52155  0.56942  0.96895  0.58675  0.99000  0.88000  0.99963  0.94490  0.99966  0.93980
134  0.52306  0.57593  0.96907  0.55236  0.99000  0.86800  0.99955  0.93769  0.99959  0.93287
135  0.52248  0.57044  0.96742  0.59608  0.98951  0.87800  0.99942  0.94596  0.99946  0.94078
136  0.52341  0.57423  0.96640  0.58332  0.98851  0.87000  0.99951  0.94732  0.99956  0.94148
137  0.52222  0.56779  0.97181  0.61551  0.99100  0.88600  0.99967  0.95041  0.99970  0.94265
138  0.52151  0.56719  0.96821  0.59919  0.98751  0.87800  0.99962  0.94548  0.99966  0.94036
139  0.52194  0.56902  0.96283  0.59105  0.98751  0.87600  0.99927  0.94512  0.99931  0.93773
140  0.52210  0.56850  0.96831  0.59454  0.99000  0.88000  0.99933  0.94102  0.99936  0.93646
141  0.52147  0.57089  0.96916  0.57397  0.99000  0.88400  0.99950  0.94548  0.99954  0.93540
142  0.52274  0.56932  0.96573  0.61141  0.98951  0.88200  0.99940  0.94611  0.99944  0.94267
143  0.52388  0.57142  0.96808  0.59884  0.98901  0.88200  0.99954  0.94799  0.99958  0.94297
144  0.52304  0.57332  0.97018  0.57186  0.98901  0.87000  0.99964  0.94084  0.99967  0.93768
145  0.52335  0.57265  0.96571  0.58109  0.98801  0.87000  0.99936  0.94332  0.99941  0.93773
146  0.52116  0.56596  0.97445  0.61970  0.99150  0.89200  0.99966  0.94514  0.99968  0.94039
147  0.52224  0.56519  0.96950  0.62632  0.99050  0.89600  0.99957  0.94671  0.99961  0.94066
148  0.52190  0.57005  0.97167  0.60802  0.99100  0.88400  0.99964  0.94460  0.99967  0.93827
149  0.52278  0.57215  0.97160  0.59845  0.99050  0.88400  0.99958  0.94735  0.99961  0.94106
150  0.52225  0.57072  0.96721  0.58083  0.98951  0.87600  0.99949  0.94255  0.99952  0.93827
151  0.52312  0.57290  0.97082  0.58612  0.99000  0.87400  0.99965  0.94240  0.99969  0.93588
152  0.52095  0.56584  0.97577  0.62601  0.99200  0.89000  0.99965  0.95240  0.99967  0.94719
153  0.52130  0.57073  0.97702  0.61365  0.99300  0.88200  0.99975  0.94917  0.99978  0.94464
154  0.52103  0.57295  0.97454  0.58560  0.99200  0.88800  0.99966  0.94623  0.99969  0.93916
155  0.52091  0.56973  0.97263  0.58385  0.99150  0.87600  0.99970  0.94154  0.99973  0.93650
156  0.52104  0.57611  0.97507  0.56162  0.99150  0.87000  0.99967  0.94295  0.99969  0.93848
157  0.52129  0.57337  0.97361  0.59119  0.99100  0.87400  0.99965  0.94653  0.99968  0.94150
158  0.52145  0.57122  0.97200  0.58090  0.98951  0.88000  0.99965  0.94636  0.99969  0.93905
159  0.52073  0.56633  0.97325  0.62835  0.99100  0.89200  0.99968  0.94885  0.99971  0.94386
160  0.52351  0.57386  0.96735  0.58224  0.98901  0.87800  0.99958  0.94308  0.99962  0.93784
161  0.52004  0.56802  0.97712  0.61465  0.99150  0.88600  0.99978  0.94406  0.99980  0.94008
162  0.52194  0.57321  0.97157  0.57366  0.98901  0.87600  0.99968  0.94287  0.99971  0.93617
163  0.52071  0.57368  0.97686  0.58095  0.99300  0.88800  0.99961  0.94570  0.99963  0.93865
164  0.52137  0.57070  0.97332  0.58076  0.99150  0.87600  0.99962  0.94578  0.99965  0.93965
165  0.52063  0.56764  0.97513  0.60478  0.99050  0.88800  0.99971  0.94851  0.99974  0.94159
166  0.52018  0.56562  0.97708  0.61954  0.99200  0.89400  0.99979  0.94790  0.99981  0.94223
167  0.52114  0.57029  0.97452  0.57812  0.99050  0.87600  0.99974  0.93900  0.99976  0.93229
168  0.51981  0.56659  0.97668  0.61503  0.99250  0.89000  0.99969  0.94582  0.99972  0.94096
169  0.52137  0.57318  0.97146  0.58172  0.98951  0.88000  0.99962  0.94710  0.99965  0.94141
170  0.52041  0.57027  0.97572  0.58495  0.99150  0.87800  0.99977  0.94225  0.99980  0.93514
171  0.52033  0.57620  0.97795  0.57261  0.99250  0.87400  0.99980  0.94502  0.99982  0.94081
172  0.52061  0.57291  0.97709  0.57382  0.99250  0.87600  0.99978  0.94940  0.99980  0.94328
