epoch  train_CROSS_ENTROPY  test_CROSS_ENTROPY  train_r2  test_r2  train_acc  test_acc  train_auprc  test_auprc  train_auroc  test_auroc
115  0.52631  0.56418  0.95775  0.60346  0.98551  0.88000  0.99906  0.94088  0.99913  0.94290
116  0.52526  0.56557  0.96229  0.60928  0.98851  0.88800  0.99916  0.94461  0.99920  0.94577
117  0.52664  0.56975  0.96103  0.58623  0.98751  0.87800  0.99907  0.93986  0.99911  0.94112
118  0.52645  0.56874  0.96115  0.59010  0.98801  0.88600  0.99899  0.93974  0.99901  0.94015
119  0.52724  0.56372  0.95789  0.63319  0.98651  0.89200  0.99900  0.94567  0.99906  0.94445
120  0.52695  0.56915  0.95283  0.56531  0.98201  0.87400  0.99875  0.94599  0.99882  0.94373
121  0.52717  0.56814  0.96078  0.61164  0.98801  0.88400  0.99874  0.94331  0.99870  0.94236
122  0.52822  0.56292  0.94399  0.62232  0.98301  0.89400  0.99836  0.94128  0.99840  0.93812
123  0.52629  0.56258  0.95854  0.63663  0.98601  0.89400  0.99908  0.94756  0.99912  0.94783
124  0.52536  0.56720  0.96561  0.60663  0.98851  0.87600  0.99929  0.94894  0.99933  0.94446
125  0.52602  0.56050  0.95483  0.62551  0.98601  0.88800  0.99912  0.94775  0.99919  0.94374
