epoch  train_CROSS_ENTROPY  test_CROSS_ENTROPY  train_r2  test_r2  train_acc  test_acc  train_auprc  test_auprc  train_auroc  test_auroc
170  0.51905  0.57664  0.98255  0.52536  0.99400  0.87000  0.99988  0.93258  0.99989  0.92625
171  0.51889  0.57635  0.98291  0.54778  0.99500  0.87000  0.99984  0.93752  0.99985  0.92909
172  0.51877  0.57356  0.98211  0.56969  0.99450  0.87800  0.99982  0.93669  0.99983  0.92659
173  0.51829  0.57119  0.98194  0.56173  0.99350  0.87400  0.99986  0.93487  0.99987  0.92223
174  0.51938  0.57437  0.98223  0.56809  0.99400  0.87800  0.99986  0.94025  0.99987  0.93139
175  0.51809  0.56853  0.98320  0.58699  0.99400  0.88400  0.99987  0.94255  0.99988  0.93224
176  0.51860  0.57159  0.98415  0.56426  0.99450  0.88400  0.99990  0.93892  0.99991  0.92704
177  0.52437  0.58385  0.93608  0.43177  0.97801  0.83600  0.99870  0.91773  0.99879  0.91258
178  0.52052  0.57491  0.97112  0.52359  0.99000  0.86600  0.99964  0.92905  0.99968  0.92029
179  0.52025  0.57500  0.97634  0.55129  0.99200  0.87600  0.99974  0.93114  0.99976  0.92101
